Accident ID,Date,Time,Column1,Latitude,Longitude,Weather Condition,Road Condition,Vehicles Involved,Casualties,Cause
00ce75b8,28-03-2023,19:51,"Toronto, Canada",-69.073122,119.225852,Fog,Wet,3,0,Mechanical Failure
032ad4e6,28-02-2023,10:37,"Sydney, Australia",52.465312,139.789299,Snow,Wet,2,6,Reckless Driving
5fc503f5,10-05-2024,15:03,"São Paulo, Brazil",-81.36592,-40.919967,Clear,Under Construction,5,6,Mechanical Failure
839b38a8,12-05-2024,18:06,"São Paulo, Brazil",-23.380117,123.040808,Clear,Under Construction,3,3,Speeding
ae889350,12-07-2023,06:40,"London, UK",-40.808128,-73.188229,Rain,Snowy,4,8,Speeding
d6d3e9df,08-04-2023,11:36,"Mumbai, India",-59.554788,136.780717,Rain,Snowy,3,6,Speeding
2132200e,07-06-2024,05:55,"Beijing, China",-73.941822,-172.695964,Clear,Gravel,5,0,Speeding
dd805cc1,30-07-2024,22:16,"Sydney, Australia",-83.819898,-150.308076,Fog,Gravel,5,3,Drunk Driving
b0b5cd20,22-12-2024,20:27,"Sydney, Australia",13.157164,-91.682192,Snow,Wet,5,5,Speeding
14f47c72,25-10-2023,09:36,"São Paulo, Brazil",-74.659658,26.574164,Hail,Gravel,3,8,Drunk Driving
e6376228,04-02-2023,13:20,"São Paulo, Brazil",53.63516,16.584317,Fog,Under Construction,5,2,Distracted Driving
689c3d1d,12-08-2024,12:04,"Tokyo, Japan",63.237423,90.636311,Rain,Snowy,4,6,Mechanical Failure
c718bbff,08-03-2023,22:32,"Beijing, China",9.713248,47.493038,Snow,Dry,1,7,Reckless Driving
d8510c25,12-11-2024,04:40,"New York, USA",84.051978,33.655354,Hail,Wet,5,2,Weather Conditions
6336781e,24-12-2024,09:32,"Mumbai, India",-73.500027,-88.758672,Hail,Snowy,3,1,Distracted Driving
470bc906,23-01-2024,10:41,"Sydney, Australia",-44.397987,-140.103264,Snow,Icy,2,0,Speeding
564265d1,05-11-2023,12:55,"Paris, France",16.726215,-100.199071,Snow,Icy,2,10,Reckless Driving
9ac6752c,14-06-2024,10:41,"Berlin, Germany",8.07921,2.912035,Fog,Dry,1,10,Distracted Driving
baebb8ee,03-11-2023,18:54,"Mumbai, India",-65.41236,-65.799677,Storm,Under Construction,1,5,Weather Conditions
bf60b70b,17-05-2023,09:32,"Beijing, China",-75.181026,-90.932524,Hail,Wet,5,7,Reckless Driving
624b1f4d,03-06-2023,18:44,"New York, USA",17.624622,-87.35162,Snow,Under Construction,5,1,Mechanical Failure
0f98fddd,03-08-2023,03:46,"Toronto, Canada",87.467652,19.044767,Fog,Icy,1,0,Drunk Driving
5cde572d,26-01-2023,17:56,"Tokyo, Japan",-76.647769,-126.229557,Snow,Icy,3,5,Reckless Driving
46787082,18-06-2024,14:14,"Berlin, Germany",-44.719096,-104.120936,Rain,Wet,4,8,Mechanical Failure
3bc43be1,27-11-2023,13:21,"Beijing, China",32.921744,20.987367,Clear,Gravel,3,8,Speeding
b27ce78b,11-07-2024,22:37,"Beijing, China",18.05964,-34.600601,Clear,Gravel,5,7,Reckless Driving
fce01753,10-03-2023,01:14,"Sydney, Australia",4.621306,-67.729847,Snow,Icy,1,0,Mechanical Failure
49a52c1e,03-09-2023,15:39,"Berlin, Germany",81.772052,104.271585,Fog,Under Construction,1,6,Weather Conditions
7a76ef78,16-06-2024,18:38,"Tokyo, Japan",-69.886056,-120.600157,Storm,Snowy,3,6,Drunk Driving
60109b27,14-06-2024,16:28,"Toronto, Canada",69.870884,100.886972,Clear,Dry,5,6,Drunk Driving
dd4f2b24,07-09-2024,14:31,"Mumbai, India",-16.80011,-80.561788,Fog,Dry,2,8,Drunk Driving
985a2dba,02-05-2023,16:38,"London, UK",64.157392,-90.802949,Fog,Wet,4,1,Reckless Driving
595d7436,21-11-2024,00:13,"London, UK",-10.841423,126.40551,Rain,Under Construction,1,0,Distracted Driving
44ab73e1,04-08-2024,01:10,"São Paulo, Brazil",-34.152702,118.13204,Snow,Gravel,1,10,Mechanical Failure
2180655c,22-01-2023,06:32,"Berlin, Germany",-57.903709,72.644493,Snow,Under Construction,2,4,Speeding
921da360,18-03-2024,17:06,"Sydney, Australia",8.048316,34.822471,Storm,Dry,3,3,Mechanical Failure
272e2ab2,23-08-2024,15:34,"Mumbai, India",-61.867914,176.695117,Fog,Icy,1,5,Drunk Driving
14de6c30,22-04-2024,18:11,"Tokyo, Japan",11.526872,-158.419624,Storm,Icy,1,1,Reckless Driving
9acd2c4e,06-06-2023,13:26,"Berlin, Germany",53.867131,-75.991533,Rain,Snowy,5,3,Distracted Driving
514dd9ff,22-01-2023,01:21,"São Paulo, Brazil",-24.138426,107.63801,Fog,Snowy,2,2,Reckless Driving
000f4296,14-11-2024,08:57,"Tokyo, Japan",-17.393822,86.268417,Clear,Wet,5,2,Weather Conditions
b1590b77,28-05-2024,00:46,"Mumbai, India",36.036178,-178.160974,Snow,Icy,4,0,Speeding
efcf8864,28-06-2024,06:55,"Beijing, China",-70.263108,-89.996922,Snow,Under Construction,4,10,Reckless Driving
42172f45,10-06-2024,19:40,"Toronto, Canada",24.058059,-122.462819,Hail,Icy,5,3,Weather Conditions
316dc6c5,19-10-2024,21:34,"Toronto, Canada",51.364251,-140.721377,Storm,Dry,2,6,Weather Conditions
082f6ff5,28-02-2023,08:27,"Tokyo, Japan",-86.659707,61.939318,Clear,Snowy,3,0,Distracted Driving
020be370,02-10-2024,09:52,"Toronto, Canada",1.7021,147.237607,Fog,Under Construction,3,4,Distracted Driving
aeadfb28,23-01-2023,18:36,"Berlin, Germany",50.775844,131.853959,Hail,Gravel,5,7,Distracted Driving
1f26f03a,10-03-2024,09:28,"São Paulo, Brazil",-65.457044,-80.04425,Storm,Wet,4,5,Drunk Driving
c6cd1461,28-08-2024,03:43,"Toronto, Canada",-46.567541,-124.127855,Fog,Dry,4,6,Reckless Driving
be7164e5,07-11-2023,14:43,"Beijing, China",-16.86532,-36.355443,Storm,Under Construction,4,7,Speeding
de27fb25,20-02-2023,07:04,"Mumbai, India",34.208707,-71.588209,Hail,Icy,5,10,Reckless Driving
6d8388e3,09-11-2023,00:49,"New York, USA",-7.924422,14.072167,Snow,Snowy,1,10,Speeding
18fc886d,18-07-2023,02:02,"São Paulo, Brazil",0.266149,147.001641,Rain,Gravel,5,6,Speeding
ebab37ee,20-01-2023,16:12,"Sydney, Australia",-83.036279,-7.260201,Snow,Snowy,2,8,Mechanical Failure
f8113b77,02-10-2024,23:20,"Beijing, China",84.236707,5.991305,Clear,Gravel,2,0,Reckless Driving
4aef0014,21-06-2024,11:05,"Paris, France",-38.401198,93.896465,Snow,Wet,1,8,Mechanical Failure
516366fe,24-05-2024,01:31,"Beijing, China",42.406338,-74.230505,Hail,Under Construction,1,0,Mechanical Failure
9.29E+10,30-04-2024,08:52,"New York, USA",52.217049,-100.154639,Hail,Icy,1,9,Weather Conditions
fec1c1b1,26-10-2023,15:46,"Toronto, Canada",54.646732,172.850126,Fog,Icy,4,3,Speeding
d2d0ff78,20-05-2024,17:56,"Sydney, Australia",18.771505,179.494532,Rain,Under Construction,5,3,Drunk Driving
dac117c6,30-11-2023,07:58,"Mumbai, India",-24.544529,164.166389,Hail,Gravel,2,1,Distracted Driving
ac0096a6,03-10-2023,04:28,"São Paulo, Brazil",27.610171,125.757799,Clear,Snowy,2,5,Distracted Driving
2.50E+55,03-04-2024,18:25,"Toronto, Canada",73.826175,169.452041,Rain,Snowy,2,6,Weather Conditions
4d0d9217,21-08-2024,03:19,"Berlin, Germany",27.766943,130.44389,Snow,Under Construction,2,2,Reckless Driving
2ad9944f,11-10-2023,13:21,"Berlin, Germany",-35.164526,-124.960716,Clear,Icy,4,1,Speeding
f13203d1,17-07-2024,01:51,"Sydney, Australia",64.058244,-97.716232,Fog,Dry,5,5,Drunk Driving
96cb61f6,18-08-2023,11:26,"Tokyo, Japan",6.911421,-89.291226,Rain,Wet,4,8,Speeding
d2c7d448,05-03-2023,19:18,"São Paulo, Brazil",-14.72707,122.63922,Snow,Dry,5,9,Weather Conditions
48a773df,22-10-2024,06:29,"Tokyo, Japan",2.930728,139.832086,Hail,Dry,2,5,Reckless Driving
7356e4b8,19-09-2023,04:04,"Berlin, Germany",20.47999,173.075691,Snow,Icy,4,5,Speeding
0869c75a,16-12-2024,20:53,"London, UK",19.639154,-83.595439,Storm,Wet,2,5,Drunk Driving
03e8990f,08-08-2023,00:37,"Mumbai, India",16.813894,123.877656,Hail,Gravel,2,4,Speeding
3277e989,22-02-2023,02:22,"Paris, France",-18.646223,143.401037,Clear,Gravel,5,10,Mechanical Failure
7998ad6d,04-11-2023,21:21,"Berlin, Germany",68.38297,59.002257,Storm,Wet,1,2,Drunk Driving
bf3528eb,06-05-2024,13:25,"São Paulo, Brazil",52.395749,153.491309,Storm,Wet,5,8,Mechanical Failure
eb6d4cbd,23-06-2024,16:40,"Beijing, China",59.194909,-3.197221,Snow,Icy,2,0,Reckless Driving
e207cb90,04-06-2024,19:33,"Toronto, Canada",-27.555698,0.365604,Snow,Dry,2,2,Speeding
e8c3cde8,16-08-2024,01:55,"Paris, France",-21.524657,-104.145549,Fog,Dry,2,3,Distracted Driving
d2aca594,27-09-2023,20:30,"Beijing, China",-30.360093,-173.208239,Storm,Gravel,3,6,Weather Conditions
0b9ddc97,23-08-2024,20:45,"Sydney, Australia",-18.213169,-40.882486,Clear,Icy,5,5,Speeding
e9062130,03-05-2024,11:30,"Mumbai, India",-39.256572,-123.411916,Rain,Gravel,1,6,Drunk Driving
abb3776b,03-05-2024,18:24,"London, UK",53.907184,-112.110539,Rain,Icy,1,7,Weather Conditions
c57c1baa,27-06-2023,01:28,"New York, USA",-89.522664,4.104192,Fog,Icy,3,2,Mechanical Failure
416877d3,22-07-2023,01:17,"Mumbai, India",-89.863954,-171.730756,Snow,Icy,4,3,Speeding
85b63193,11-08-2023,07:27,"Sydney, Australia",-1.383639,119.866794,Fog,Snowy,2,6,Weather Conditions
190beee0,01-07-2024,04:41,"Paris, France",52.279804,47.953817,Rain,Wet,1,5,Drunk Driving
38a7ab56,27-07-2023,16:10,"Sydney, Australia",-85.28936,40.381692,Clear,Wet,1,6,Distracted Driving
cb3033ba,10-12-2024,12:38,"Beijing, China",-21.527111,122.263366,Snow,Dry,2,1,Distracted Driving
55a3c2be,30-03-2023,11:07,"Mumbai, India",40.737369,71.248654,Storm,Snowy,5,3,Drunk Driving
b0dc95eb,07-06-2024,03:58,"London, UK",39.164128,-139.163239,Clear,Under Construction,4,10,Speeding
49b8a51a,30-09-2024,19:14,"Mumbai, India",70.144786,-163.50001,Clear,Wet,3,10,Mechanical Failure
9cfc1f1e,20-06-2023,20:31,"Beijing, China",35.618753,-159.04184,Hail,Dry,2,4,Distracted Driving
0f4caa7f,21-05-2023,12:06,"Toronto, Canada",16.45337,174.20183,Snow,Gravel,3,10,Reckless Driving
8ac6f59b,30-01-2024,00:31,"Berlin, Germany",-82.612823,71.918205,Clear,Snowy,1,10,Distracted Driving
9a5feb7f,27-05-2024,12:30,"São Paulo, Brazil",-19.796225,-122.796922,Clear,Under Construction,2,9,Speeding
febc73ac,09-10-2023,13:06,"Paris, France",-25.360399,-26.444884,Fog,Dry,2,2,Mechanical Failure
f6db29fe,04-02-2023,23:48,"Tokyo, Japan",82.724507,-49.745935,Rain,Icy,1,1,Mechanical Failure
5.76E+39,24-06-2024,06:19,"London, UK",-40.71291,-34.292356,Clear,Under Construction,5,4,Distracted Driving
4fc5fe70,22-05-2024,03:15,"Berlin, Germany",21.787928,38.011684,Fog,Wet,2,4,Distracted Driving
ebbccbdf,07-02-2024,09:11,"London, UK",73.265881,-121.158931,Rain,Under Construction,1,3,Reckless Driving
fdeb675e,23-01-2024,12:20,"Berlin, Germany",54.991682,-92.67162,Storm,Gravel,3,9,Speeding
801ef923,18-10-2024,23:53,"São Paulo, Brazil",-58.441902,-21.053805,Rain,Under Construction,1,7,Drunk Driving
610ec9d0,10-04-2023,18:08,"Toronto, Canada",-62.270566,-93.494589,Hail,Gravel,4,6,Mechanical Failure
3e63f87e,26-09-2023,16:39,"Paris, France",34.21466,102.006851,Snow,Icy,1,5,Distracted Driving
dadef875,15-12-2024,07:35,"Mumbai, India",60.350128,-61.052408,Clear,Snowy,5,4,Distracted Driving
d3694b86,28-04-2024,07:42,"Toronto, Canada",87.447275,-55.591916,Snow,Under Construction,2,8,Mechanical Failure
4d44a8b2,19-10-2024,15:29,"São Paulo, Brazil",-83.670972,37.9425,Hail,Dry,5,9,Distracted Driving
acc0c3f2,06-07-2023,02:17,"São Paulo, Brazil",83.462118,67.355949,Rain,Icy,3,6,Weather Conditions
1435038e,09-03-2023,00:06,"Sydney, Australia",55.264336,-131.529484,Clear,Icy,3,7,Weather Conditions
1346c442,15-01-2024,14:23,"São Paulo, Brazil",37.194215,171.731706,Rain,Dry,3,4,Speeding
e1d8a471,01-11-2023,06:01,"Beijing, China",-5.735557,140.502584,Hail,Icy,4,6,Weather Conditions
adafd174,14-03-2024,19:25,"New York, USA",-39.839073,20.857543,Fog,Snowy,1,3,Weather Conditions
c5a3197f,24-03-2023,18:30,"Berlin, Germany",-85.947822,22.997867,Snow,Dry,5,0,Mechanical Failure
e206af18,05-04-2023,06:50,"Berlin, Germany",-61.691472,63.200875,Snow,Snowy,1,5,Weather Conditions
2fd608a6,10-03-2023,17:42,"Tokyo, Japan",64.452406,152.426612,Snow,Gravel,4,7,Speeding
7d847ca0,06-02-2023,05:34,"Berlin, Germany",-82.937258,-45.434338,Snow,Wet,3,0,Weather Conditions
6d132dbc,18-09-2023,15:57,"Mumbai, India",53.473021,-12.465244,Snow,Under Construction,5,4,Weather Conditions
8f7d9107,21-01-2024,18:35,"Paris, France",-15.091857,-70.627115,Storm,Dry,2,3,Mechanical Failure
1413e29e,15-06-2024,21:21,"Sydney, Australia",-37.066977,44.12327,Snow,Under Construction,1,1,Mechanical Failure
c670f0db,16-09-2023,08:43,"Paris, France",61.331848,-51.765584,Fog,Snowy,5,5,Distracted Driving
1442f0d3,14-10-2024,18:46,"Sydney, Australia",25.434807,7.912176,Hail,Gravel,3,0,Speeding
8fe863f5,28-06-2023,02:07,"Sydney, Australia",-51.962864,-66.462605,Rain,Snowy,4,10,Weather Conditions
1bfec239,07-04-2024,11:30,"New York, USA",49.433978,15.603311,Rain,Gravel,2,9,Distracted Driving
030416d5,25-01-2024,23:28,"Toronto, Canada",-50.366065,120.523056,Snow,Icy,5,7,Speeding
691e84c1,06-09-2023,10:21,"São Paulo, Brazil",67.594006,43.900758,Clear,Icy,4,0,Mechanical Failure
e124580e,28-09-2024,22:08,"Sydney, Australia",27.739755,-83.062982,Hail,Under Construction,4,10,Mechanical Failure
6ee1bf27,18-03-2024,01:55,"Sydney, Australia",67.382103,-95.94252,Fog,Icy,5,9,Distracted Driving
aa7d4ccc,22-04-2023,20:34,"Tokyo, Japan",20.684587,0.412785,Fog,Icy,3,8,Weather Conditions
afb77323,06-01-2023,14:51,"London, UK",79.769096,-33.34559,Clear,Under Construction,5,2,Drunk Driving
2f3703ec,27-07-2024,18:56,"Tokyo, Japan",36.475614,47.299096,Storm,Icy,3,2,Mechanical Failure
8c52a8fc,20-12-2024,16:07,"New York, USA",-0.653986,-37.64467,Fog,Dry,1,7,Reckless Driving
e7a37f16,15-11-2024,20:21,"São Paulo, Brazil",-75.463923,-150.483883,Clear,Gravel,4,3,Reckless Driving
f3101044,29-07-2023,13:04,"Toronto, Canada",-59.446092,16.87653,Storm,Under Construction,3,0,Mechanical Failure
3fdcbc54,01-04-2023,08:49,"Mumbai, India",-25.578559,27.048056,Rain,Gravel,5,6,Drunk Driving
ee9349ff,07-07-2023,07:47,"Paris, France",10.736939,166.143921,Hail,Under Construction,5,9,Drunk Driving
c095ee8d,25-08-2024,16:13,"Tokyo, Japan",-33.37596,-146.292926,Rain,Icy,5,0,Weather Conditions
7b5c1757,01-07-2024,04:31,"Toronto, Canada",-33.956772,-110.250938,Fog,Dry,4,4,Mechanical Failure
445c5a3a,25-05-2024,00:14,"Mumbai, India",-41.056102,41.805732,Snow,Under Construction,2,5,Reckless Driving
9667ddb9,26-01-2023,19:12,"Toronto, Canada",41.565315,-56.251206,Hail,Gravel,1,1,Distracted Driving
3a472b75,08-08-2024,15:40,"Sydney, Australia",-44.89671,179.194556,Hail,Under Construction,4,2,Mechanical Failure
9a38fcf0,11-10-2023,20:53,"Tokyo, Japan",-62.261276,-172.727034,Storm,Snowy,3,0,Distracted Driving
874230b8,20-01-2024,08:10,"Sydney, Australia",-87.671193,99.640704,Storm,Wet,4,7,Drunk Driving
9bf920c1,05-04-2024,00:33,"Beijing, China",31.973457,132.090693,Fog,Snowy,2,9,Speeding
187210a4,22-05-2023,23:18,"London, UK",-76.649629,-23.723491,Fog,Dry,2,0,Weather Conditions
a5ca35b0,30-11-2023,13:06,"Sydney, Australia",-86.513296,43.848312,Storm,Gravel,3,9,Reckless Driving
98a6f95c,22-10-2023,18:07,"London, UK",-70.335946,48.599782,Clear,Wet,5,0,Reckless Driving
c154785a,03-08-2023,20:03,"Beijing, China",2.999073,87.575495,Hail,Gravel,5,7,Drunk Driving
6577f561,29-01-2023,01:27,"Mumbai, India",-3.771646,-155.825251,Storm,Gravel,4,3,Weather Conditions
78896acd,01-05-2024,18:52,"New York, USA",-69.413936,-72.286759,Rain,Wet,3,10,Speeding
7057a5f8,10-12-2024,15:38,"Sydney, Australia",-71.015124,-91.217054,Hail,Icy,4,9,Distracted Driving
565e9c39,08-01-2024,22:41,"New York, USA",19.446979,33.045718,Rain,Icy,5,3,Weather Conditions
320fffff,11-08-2024,14:06,"London, UK",-28.675829,-121.14043,Snow,Snowy,3,5,Reckless Driving
0b9ed553,28-12-2023,06:55,"New York, USA",30.948498,-116.456879,Hail,Snowy,1,10,Mechanical Failure
0960b18a,01-06-2024,11:19,"Mumbai, India",-13.324962,-165.904745,Fog,Wet,5,7,Weather Conditions
8deb16a8,25-06-2024,03:57,"São Paulo, Brazil",-82.855829,-20.321313,Clear,Dry,1,9,Reckless Driving
84be7ec6,24-08-2024,03:41,"Paris, France",67.245327,20.443186,Storm,Gravel,3,2,Speeding
c091d5cd,04-12-2023,17:47,"New York, USA",71.299198,73.354363,Snow,Snowy,4,1,Weather Conditions
b88815c5,13-01-2023,01:39,"Berlin, Germany",-56.565047,34.479717,Snow,Gravel,5,3,Reckless Driving
ad988e50,11-06-2023,22:40,"Tokyo, Japan",-69.975561,-69.116464,Hail,Gravel,3,9,Mechanical Failure
d1b9ce7e,24-02-2023,06:18,"Sydney, Australia",-48.416009,-5.650013,Rain,Icy,4,1,Weather Conditions
130924cc,17-03-2023,19:23,"Toronto, Canada",-26.221615,-76.310673,Fog,Under Construction,3,8,Weather Conditions
d1fd3d4d,13-09-2024,08:58,"Sydney, Australia",-44.483549,157.461619,Snow,Wet,4,4,Weather Conditions
773b019f,05-10-2023,05:54,"Toronto, Canada",41.893742,-171.039908,Storm,Icy,1,7,Reckless Driving
7c88ed72,28-04-2024,14:43,"Mumbai, India",5.001647,37.419944,Snow,Gravel,1,5,Weather Conditions
5b301557,20-02-2023,17:48,"Sydney, Australia",-51.549466,-153.01629,Fog,Snowy,2,9,Reckless Driving
ef14c81f,27-06-2024,22:26,"Mumbai, India",26.615057,133.490936,Clear,Icy,5,8,Distracted Driving
b3e159c9,01-07-2024,20:22,"Mumbai, India",78.39551,64.32603,Hail,Snowy,4,1,Reckless Driving
1cdc7ca7,19-05-2023,00:50,"Beijing, China",68.973168,78.607719,Hail,Gravel,3,8,Drunk Driving
2dc9ab00,18-02-2023,11:42,"New York, USA",66.145042,-93.670617,Hail,Gravel,3,5,Reckless Driving
ddbd47c8,12-03-2024,10:44,"Berlin, Germany",77.298069,-98.545683,Rain,Dry,1,8,Mechanical Failure
9beaeb58,17-09-2024,10:09,"Paris, France",-18.031516,131.346227,Rain,Dry,4,9,Weather Conditions
0bc83cf4,12-02-2024,11:54,"Tokyo, Japan",-86.091686,-19.285359,Storm,Dry,1,5,Reckless Driving
45e2d74c,27-06-2024,13:46,"Sydney, Australia",-33.338386,31.382353,Storm,Gravel,1,3,Distracted Driving
591c0186,18-08-2024,06:41,"New York, USA",-37.455011,-159.519441,Clear,Under Construction,3,8,Mechanical Failure
0b32ab19,06-10-2023,02:37,"New York, USA",25.782163,-55.623165,Storm,Dry,3,6,Weather Conditions
5c6eac84,21-07-2024,18:26,"São Paulo, Brazil",27.216935,-97.883589,Storm,Dry,4,3,Drunk Driving
f087b28d,01-12-2024,10:35,"Mumbai, India",87.407309,63.90448,Snow,Snowy,5,5,Weather Conditions
77dc0560,28-01-2024,16:58,"São Paulo, Brazil",-16.176508,52.701134,Rain,Snowy,3,9,Weather Conditions
781312b4,17-12-2024,11:57,"Beijing, China",-14.887803,70.730648,Storm,Icy,3,5,Weather Conditions
07b76499,14-12-2024,04:33,"Paris, France",-5.922688,-152.506109,Hail,Snowy,4,10,Speeding
837ce8a8,02-02-2023,17:03,"Tokyo, Japan",61.567284,146.665175,Clear,Under Construction,1,1,Drunk Driving
c8c14bc9,04-05-2024,19:30,"Toronto, Canada",-67.344273,85.834421,Storm,Dry,5,9,Speeding
da21cf70,04-06-2023,11:51,"Berlin, Germany",-43.22728,116.491458,Rain,Icy,1,9,Reckless Driving
26c6f778,12-04-2023,16:31,"Beijing, China",80.149228,53.973191,Hail,Dry,1,7,Mechanical Failure
3f209331,23-11-2023,07:36,"Paris, France",41.08841,127.659639,Clear,Snowy,5,6,Distracted Driving
56bd3d7d,23-06-2023,00:06,"Tokyo, Japan",-21.071761,-42.577386,Fog,Wet,2,1,Drunk Driving
bae5b6e9,13-10-2024,23:17,"Sydney, Australia",-87.931386,164.124846,Storm,Gravel,1,3,Reckless Driving
3b5d4ae0,23-05-2024,00:47,"Paris, France",-51.877449,80.884986,Hail,Icy,4,6,Speeding
a00134dc,12-12-2023,03:38,"Sydney, Australia",12.473791,6.476446,Clear,Under Construction,1,8,Drunk Driving
7fa73c3f,08-11-2023,12:49,"Sydney, Australia",88.031247,-28.769976,Snow,Icy,4,1,Distracted Driving
c3b1de71,05-04-2023,03:07,"Toronto, Canada",71.026553,-94.952657,Fog,Dry,4,8,Drunk Driving
6ea1a5be,04-10-2023,19:03,"Beijing, China",58.462507,-28.916873,Storm,Icy,2,4,Drunk Driving
ba8ef702,08-08-2024,03:12,"Beijing, China",-50.094333,-136.702985,Storm,Icy,4,1,Reckless Driving
fe1bf09e,04-10-2024,09:37,"London, UK",11.780776,-68.916583,Snow,Gravel,1,10,Mechanical Failure
357eab70,10-09-2023,05:12,"São Paulo, Brazil",77.51134,-151.066327,Fog,Under Construction,4,3,Weather Conditions
f017eb0e,13-04-2023,01:27,"Toronto, Canada",-45.940009,-117.288528,Hail,Icy,2,6,Drunk Driving
8e693f5b,18-02-2023,22:19,"Mumbai, India",-19.201111,14.740336,Clear,Gravel,5,10,Weather Conditions
c52cf881,09-06-2023,05:05,"Berlin, Germany",-0.750618,109.825505,Rain,Gravel,1,8,Reckless Driving
5103f188,22-11-2023,03:10,"New York, USA",77.88517,116.468318,Storm,Icy,4,10,Drunk Driving
941598ce,11-10-2023,10:32,"Sydney, Australia",-84.996637,130.306492,Fog,Under Construction,4,4,Weather Conditions
418898f6,18-10-2024,21:21,"Sydney, Australia",-28.518419,5.994161,Clear,Under Construction,5,5,Mechanical Failure
26703baa,29-07-2024,05:14,"London, UK",-25.408769,-93.623753,Clear,Wet,2,10,Drunk Driving
7.47E+43,04-07-2024,23:33,"Mumbai, India",-61.199799,-67.666968,Hail,Wet,5,5,Mechanical Failure
c2fc8ffe,05-06-2023,22:11,"Berlin, Germany",71.944052,161.396596,Fog,Gravel,4,5,Distracted Driving
eb109031,05-01-2023,14:23,"Berlin, Germany",-0.593589,118.334786,Fog,Gravel,2,0,Reckless Driving
b4f7544a,12-02-2023,05:03,"Toronto, Canada",-25.482489,-163.290102,Hail,Wet,1,8,Mechanical Failure
57765b55,16-01-2023,18:18,"Toronto, Canada",-22.317319,-153.265559,Clear,Snowy,2,9,Speeding
a2342c44,07-01-2024,23:47,"Mumbai, India",31.512526,-6.859718,Rain,Snowy,4,3,Distracted Driving
c2a138cc,22-04-2023,13:54,"Berlin, Germany",68.296171,25.820004,Rain,Under Construction,1,10,Weather Conditions
1e3051e9,03-02-2024,12:55,"São Paulo, Brazil",86.017364,-140.798925,Rain,Gravel,3,3,Distracted Driving
75e1d675,18-11-2023,14:35,"New York, USA",66.48717,9.613239,Storm,Gravel,1,5,Drunk Driving
95db116e,05-04-2023,15:29,"Beijing, China",6.499751,113.34237,Hail,Gravel,1,0,Reckless Driving
1458bdbd,24-02-2024,10:53,"Berlin, Germany",-13.207621,107.291271,Hail,Snowy,3,10,Reckless Driving
6cb285d4,05-05-2024,23:01,"São Paulo, Brazil",-55.562045,31.889484,Storm,Gravel,4,0,Reckless Driving
7.51E+67,03-05-2023,11:00,"Paris, France",52.108799,-63.601784,Rain,Gravel,4,1,Speeding
96763eef,01-10-2023,11:08,"Beijing, China",63.117691,-61.043999,Fog,Wet,5,9,Distracted Driving
93152f4e,18-07-2024,00:11,"London, UK",46.149375,128.500923,Clear,Icy,1,6,Weather Conditions
8720dbf3,08-11-2023,10:15,"Paris, France",43.145379,-49.540431,Rain,Under Construction,4,1,Distracted Driving
5a3e240a,11-10-2024,23:24,"Sydney, Australia",-58.974081,-35.577857,Rain,Icy,2,3,Speeding
2081e58e,25-03-2024,07:45,"London, UK",-60.055693,2.816751,Fog,Dry,2,4,Mechanical Failure
ac01af64,16-09-2023,16:37,"Berlin, Germany",79.90872,107.414105,Storm,Under Construction,4,0,Reckless Driving
16b3260a,01-02-2023,07:51,"Toronto, Canada",23.019125,-123.514314,Storm,Dry,4,10,Reckless Driving
01524c1e,13-09-2024,05:16,"Beijing, China",41.209465,31.099117,Storm,Icy,2,8,Distracted Driving
745404c5,11-12-2024,23:02,"Paris, France",25.053773,-99.024949,Fog,Under Construction,4,3,Drunk Driving
60b3ac8b,03-03-2023,00:14,"Paris, France",-41.414551,1.265919,Fog,Wet,4,5,Reckless Driving
fa8055e3,21-11-2024,15:56,"Toronto, Canada",33.787894,-83.092463,Hail,Dry,3,10,Weather Conditions
fba87ee3,28-03-2024,19:28,"Tokyo, Japan",24.262841,148.652559,Storm,Wet,4,9,Weather Conditions
eaa0f7f6,01-07-2024,15:48,"Tokyo, Japan",32.198257,-6.979565,Rain,Gravel,4,8,Speeding
0511b08a,20-04-2024,04:40,"Mumbai, India",49.768162,24.022742,Hail,Icy,2,3,Drunk Driving
946a6d2f,19-03-2023,11:55,"Beijing, China",-85.033154,-151.407718,Snow,Icy,5,2,Reckless Driving
392b641d,20-01-2023,05:16,"Paris, France",-55.828458,-154.899141,Snow,Snowy,5,3,Mechanical Failure
ba2a2fa4,06-01-2024,06:06,"Paris, France",79.954951,-68.687179,Rain,Under Construction,4,10,Speeding
d0fb029e,23-12-2023,12:55,"Mumbai, India",-17.463428,67.004096,Clear,Snowy,2,8,Drunk Driving
503f951c,08-05-2023,20:39,"São Paulo, Brazil",-68.596474,79.225057,Rain,Dry,4,6,Speeding
62e6fd17,23-10-2024,12:59,"Paris, France",46.554255,64.469099,Storm,Dry,2,3,Reckless Driving
5cc5a15d,05-06-2023,00:22,"Mumbai, India",86.461766,121.538959,Rain,Dry,5,3,Distracted Driving
8a97479c,17-06-2023,02:28,"Berlin, Germany",29.478118,-143.221512,Rain,Gravel,1,1,Weather Conditions
72260066,10-12-2023,05:21,"São Paulo, Brazil",-50.885826,-3.251927,Snow,Dry,1,0,Speeding
bacba87f,30-05-2024,05:32,"São Paulo, Brazil",-87.079633,-33.767897,Storm,Snowy,3,10,Mechanical Failure
